,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,pct_return,adjcp_filtered,pct_return_filtered,label,stock_type
0,227,BTC,2021-04-25 23:59:59,50506.01909839,47159.48584083,50052.83164893,49004.25326318,49004.25326318,0.021397701544772996,0.0306456222716973,-0.0376450471032091,0.0,-0.0209110249188996,0.0440609345161948,0.1151832567817139,0.1652224068718981,0.1704252397656993,0.1762380996036745,0.1757671429273006,-0.02091102491889929,51027.70027757703,0.0028424426156964237,0,0
1,228,BTC,2021-04-26 23:59:59,54288.00215537,48852.79684295,49077.79236302,54021.75478737,54021.75478737,-0.0915179901839448,0.0049285212790282,-0.0956828959882005,0.0,0.1023891027834509,-0.05248246735041,-0.0023719244046098,0.0493668735675385,0.0578568746090182,0.0632329110601388,0.0653584383165046,0.10238910278345116,52177.33785527876,0.008973487971275673,0,0
2,229,BTC,2021-04-27 23:59:59,55416.96405761,53319.18665411,54030.30371848,55033.11801332,55033.11801332,-0.0182220148710688,0.0069748191297664,-0.0311436353432703,0.0,0.0187214064024894,-0.0580085070710573,-0.0309735142772835,0.0241945159977015,0.0374933449431864,0.0405308995118416,0.0452241631925696,0.018721406402489867,53639.25664515682,0.01344721879031152,0,0
3,230,BTC,2021-04-28 23:59:59,56227.20564809,53887.91781682,55036.63741947,54824.70489507,54824.70489507,0.0038656391275724,0.0255815467808586,-0.0170869515858393,0.0,-0.0037870490674285,-0.0408167278681189,-0.029827866144009996,0.0175345993852935,0.0382460127236738,0.0424587332951229,0.0474188294135402,-0.0037870490674281054,55049.09457801763,0.016001622750612274,0,0
4,231,BTC,2021-04-29 23:59:59,55115.84415438,52418.02844504,54858.09149222,53555.10849133,53555.10849133,0.0243297612047772,0.0291426104253464,-0.0212319623341642,0.0,-0.0231573777947353,-0.0049915051767520004,-0.0108789512773243,0.0297628590282732,0.0584804723110219,0.0632852049102781,0.0689115757266267,-0.023157377794735038,56160.208949478096,0.01671644085925664,0,0
5,232,BTC,2021-04-30 23:59:59,57900.71998842,53129.6008774,53568.66358369,57750.17734563,57750.17734563,-0.0724069423529902,0.0026067910041041,-0.080009736430353,0.0,0.078331815068195,-0.0469817542351029,-0.0805188482091798,-0.0514637024495225,-0.0201781842384275,-0.0148593639653807,-0.0094104839823571,0.07833181506819531,56821.12249387144,0.015938055263989604,0,0
6,233,BTC,2021-05-01 23:59:59,58448.33881062,57052.2741756,57714.66485835,57828.05063222,57828.05063222,-0.0019607400323957,0.0107264237963848,-0.0134152275260642,0.0,0.0013484510380623,-0.0351009369071668,-0.0749749428572699,-0.0570581311048077,-0.0235528035972153,-0.0164379829946743,-0.0114752092871737,0.0013484510380623591,56953.301070738526,0.01415361496453187,0,0
7,234,BTC,2021-05-02 23:59:59,57902.59217082,56141.90651506,57825.86281955,56631.07741255,56631.07741255,0.021097698676931998,0.0224525969902915,-0.0086378525685898,0.0,-0.0206988339842651,-0.0090631095264358,-0.0468258976710082,-0.0418987295427446,-0.0057946667815785,0.0047620900586333,0.0077980099379697,-0.020698833984265086,56622.71814951122,0.011847923163687529,0,0
8,235,BTC,2021-05-03 23:59:59,58973.30843091,56590.86914497,56620.27262011,57200.29122289,57200.29122289,-0.0101401337367298,0.0309966465225002,-0.010654177887754,0.0,0.010051262245875,-0.0106179564645809,-0.0456352710652705,-0.0502860538592437,-0.0211979754450494,-0.0060223122381682,-0.002466025397639,0.01005126224587527,56109.230920804286,0.009375488444674273,0,0
9,236,BTC,2021-05-04 23:59:59,57214.17876121,53191.42503284,57214.17876121,53333.53775274,53333.53775274,0.0727617400229676,0.0727617400229676,-0.0026646032850632,0.0,-0.0676002409687497,0.0602826899533928,0.0297124416579432,0.0155810888159826,0.0406013792353621,0.0623588268563179,0.0664659105194189,-0.06760024096874939,55823.75341823091,0.006880279565427414,0,0
10,237,BTC,2021-05-05 23:59:59,57911.36359718,52969.05536281,53252.16476125,57424.00594813,57424.00594813,-0.0726497763086807,0.0084870019254703,-0.0775799338928752,0.0,0.076695984698293,-0.0163801417002086,-0.0289743508926892,-0.0556574782538209,-0.0386520099273095,-0.0149662238522108,-0.0104497843967793,0.0766959846982933,56074.67821275652,0.004288366180356814,0,0
11,238,BTC,2021-05-06 23:59:59,58363.3146181,55382.50610418,57441.30708417,56396.51416376,56396.51416376,0.0185258421713123,0.0348745039210924,-0.017979977568039,0.0,-0.0178930704572948,-0.0035361913179050002,-0.0070723444863602,-0.0355084919656405,-0.025726328248942002,0.0002789751652507,0.0065174563437619,-0.017893070457294602,56847.674880714054,0.0013759816325176564,0,0
12,239,BTC,2021-05-07 23:59:59,58606.63396719,55321.84671038,56413.95355125,57356.40187692,57356.40187692,-0.0164314408650037,0.0217976032205235,-0.0354721548068149,0.0,0.0170203376466269,-0.0176833213179665,-0.019638869697808998,-0.0451475477912083,-0.0449319314343098,-0.0182305105019698,-0.0095672626023717,0.01702033764662736,57764.3660938987,-0.002113571551911193,0,0
13,240,BTC,2021-05-08 23:59:59,59464.61249257,56975.21065264,57352.7659529,58803.77580865,58803.77580865,-0.0246754538428221,0.0112379974726517,-0.031096050055701003,0.0,0.0252347407502284,-0.0364080140972015,-0.0370024154613543,-0.0599088483391423,-0.0662394251781792,-0.0455922713549564,-0.0336734093837852,0.02523474075022869,58255.67086820103,-0.006348629762683632,0,0
14,241,BTC,2021-05-09 23:59:59,59210.88178942,56482.00354511,58877.3886984,58232.3161419,58232.3161419,0.0110775699686767,0.0168045118647768,-0.0300574099186585,0.0,-0.0097180777746239,-0.0101269087870554,-0.0195201116265253,-0.0413168686666434,-0.0549225310072931,-0.0395765338048326,-0.0241976781627464,-0.009718077774623746,57854.17930483097,-0.01132533661704628,0,0
15,242,BTC,2021-05-10 23:59:59,59519.35442559,54071.45537889,58250.87253094,55859.79754454,55859.79754454,0.0428049347026986,0.0655132499922155,-0.0320148343578233,0.0,-0.0407423017758504,0.0263152325505999,0.0187394038629544,0.0075828761150973,-0.0153314076675652,-0.0041225205444037,0.0149001105223307,-0.040742301775850136,56446.08527504539,-0.01684442371211909,0,0
16,243,BTC,2021-05-11 23:59:59,56872.54492059,54608.65245902,55847.24104211,56704.573058500006,56704.573058500006,-0.0151192746924577,0.0029622277892245,-0.0369621088111837,0.0,0.0151231395582198,0.0121118948712204,0.0015811076553826,-0.0042737829576222,-0.0275332395166665,-0.0223930323457334,-0.0022773839628025,0.015123139558220087,54335.03178966962,-0.02254706252342954,0,0
17,244,BTC,2021-05-12 23:59:59,57939.36241484,49150.53387514,56714.53316738,49150.53387514,49150.53387514,0.1538945499850577,0.1788145081399681,0.0,0.0,-0.1332174598258025,0.1342745417042983,0.1402963573436335,0.1407822728254131,0.1192701527459716,0.1184711516089633,0.1437787806922481,-0.13321745982580235,52062.782487954435,-0.02798714784021621,0,0
18,245,BTC,2021-05-13 23:59:59,51330.84358607,46980.01875184,49735.43206467,49716.19160254,49716.19160254,0.0003870059533888,0.0324773867724716,-0.0550358497403532,0.0,0.0115086792106258,0.0848112195659125,0.1122687196027467,0.12095251859521199,0.1051500694553284,0.1005158023152419,0.121521185845961,0.011508679210626259,50085.896037505576,-0.03270813681893684,0,0
19,246,BTC,2021-05-14 23:59:59,51438.11908462,48868.57828576,49682.9818555,49880.53342038,49880.53342038,-0.003960494231589,0.0312263233256364,-0.0202875764397206,0.0,0.0033055994947044,0.0477499400370657,0.1016815694595945,0.1123481389588147,0.1013381793626273,0.09220373974912,0.1089855357363895,0.003305599494704881,48527.092851363836,-0.03629999400329536,0,0
20,247,BTC,2021-05-15 23:59:59,50639.66532796,46664.141871,49855.49465011,46760.18656071,46760.18656071,0.0661953751057276,0.0829654253456233,-0.0020539843138841,0.0,-0.0625564051886246,0.0787468445610941,0.1523923741266999,0.1709074855169552,0.172431860521689,0.1567787746823541,0.1711885679519937,-0.06255640518862426,47175.38355773147,-0.038432022539204296,0,0
21,248,BTC,2021-05-16 23:59:59,49720.04462248,43963.35018635,46716.63798759,46456.05847448,46456.05847448,0.0056091610366202,0.0702596443861682,-0.0536573349092742,0.0,-0.0065039964251459,0.041687615690295,0.1385390533170503,0.1622535667172318,0.1719644218628346,0.1579370247330076,0.16800922591092401,-0.006503996425145542,45708.31074400254,-0.03887545684711342,0,0
22,249,BTC,2021-05-17 23:59:59,46623.55822816,42207.28810587,46415.89925412,43537.51138918,43537.51138918,0.06611282485143,0.0708824813479567,-0.0305534983710756,0.0,-0.062823820641247,0.0857326195544936,0.1831210867142803,0.22011602319631698,0.2373253698246715,0.2280031172741259,0.2331793784961719,-0.0628238206412467,43944.22626504975,-0.037530844094164566,0,0
23,250,BTC,2021-05-18 23:59:59,45812.45840792,42367.83145309,43488.05798819,42909.40092517,42909.40092517,0.013485554459945,0.0676555118495516,-0.0126212312547648,0.0,-0.0144268802687266,0.0698993032795904,0.1633979785993999,0.2157729567737139,0.2415531569707401,0.2383493725662515,0.2408936181559158,-0.014426880268726185,41950.621731586805,-0.034460859895098735,0,0
